ID,Pret mp,Pret,Localitate,TURDA,CAMPIA TURZII,GILAU,GHERLA,DEJ,MUNTELE CACOVEI,FELEACU,MOCIU,AGHIRESU, HUEDIN,JUCU DE MIJLOC,JUC-HERGHELIE,CHINTENI,AGHIRESU-FABRICI,AGHIRESU2,AGHIRESU3,Cartier sursa,cartier trimmed,Cartier recodat,Objectid 1 (Recodat),Object ID (Una noua),Camere,Suprafata utila,Suprafata construita,Compartimentare,Decomandat,Nedecomandat,Semidecomandat,Etaj,Demisol,Parter,Etaj 1,Etaj 2,Etaj 3,Etaj 4,Etaj 5,Etaj 6,Etaj 7,Etaj 8,Etaj 9,Etaj 10,Etaj 11,Etaj 12,Etaj 13,Etaj 14,Etaj 15,Mansarda,Etaj 22,Total etaje bloc,Stadiul constructiei,Finalizat,In constructie,Proiect,Bai,Loc de parcare,Tipul incalzirii,Centrala,Termoficare,Confort,Confort 1,Confort 2,Confort 3,Lux,Data constructiei,Tip vanzator,Comision,Tip vanzator2,Agentie,Dezvoltator,BancŽŸ,Tip apartament,Electricitate,Canal,Apa,Gaz,Parchet,Termopan,Balcon,Mobilat,Internet,Interfon,Lift,Aer conditionat,Sistem alarma,Terasa,Dressing,Gradina,Debara,Piscina,Semineu,Sauna,Boxa,Jaluzele,Latitudine,Longitudine,Distanta fata de centru,DFDC,Post date intermediar,Data achizitie date,SIRINF,SIRSUP
1,1160,58000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,50,0,0,0,0,0,Parter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5338411,23.8850061,0.378701276,37.8701276,06.04.2021,2021-04-10-17:14,55366,55357
2,500,29999,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,60,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Termoficare,0,1,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.5339171,23.8850011,0.378650015,37.8650015,01.04.2021,2021-04-10-17:14,55366,55357
3,668,65500,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,4,98,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,2,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5343417,23.8845062,0.377998370,37.7998370,15.04.2021,2021-04-17-16:28,55366,55357
4,863,72500,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,4,84,0,Decomandat,1,0,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,2,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5354714,23.8880839,0.380106229,38.0106229,17.03.2021,2021-03-28-13:00,55366,55357
5,862,56000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,3,65,0,Decomandat,1,0,0,Parter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,1,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5356349,23.8829677,0.375989268,37.5989268,17.03.2021,2021-03-28-13:00,55366,55357
6,887,47000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,53,0,0,0,0,0,Parter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5357514,23.8879828,0.379854044,37.9854044,05.04.2021,2021-04-10-17:14,55366,55357
7,870,47000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,54,0,Decomandat,1,0,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5361029,23.8855646,0.377734778,37.7734778,0,2021-03-28-13:00,55366,55357
8,692,18000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,1,26,0,0,0,0,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5362167,23.8838921,0.376351518,37.6351518,15.02.2021,2021-03-28-13:00,55366,55357
9,1040,52000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,3,50,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5364558,23.8839179,0.376223458,37.6223458,05.04.2021,2021-04-10-17:14,55366,55357
10,702,40000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,57,0,Semidecomandat,0,0,1,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5365058,23.8859842,0.377815606,37.7815606,13.04.2021,2021-04-17-16:28,55366,55357
11,889,80000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,4,90,0,Decomandat,1,0,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,2,1,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5367110,23.8893856,0.380371115,38.0371115,11.03.2021,2021-03-28-13:00,55366,55357
12,1214,51000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,42,0,Decomandat,1,0,0,Parter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5368004,23.8857975,0.377486869,37.7486869,19.02.2021,2021-03-28-13:00,55366,55357
13,1027,75000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,3,73,0,Decomandat,1,0,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.5371096,23.8880284,0.379054689,37.9054689,07.04.2021,2021-04-10-17:14,55366,55357
14,863,23300,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,1,27,0,Semidecomandat,0,0,1,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.5372734,23.8823547,0.374490320,37.4490320,15.02.2021,2021-03-28-13:00,55366,55357
15,921,58000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,3,63,0,Decomandat,1,0,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5381378,23.8833928,0.374769653,37.4769653,24.03.2021,2021-03-28-13:00,55366,55357
16,754,43000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,57,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,0,0,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.5381653,23.8890291,0.379199350,37.9199350,09.04.2021,2021-04-10-17:14,55366,55357
17,561,12900,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,1,23,0,Nedecomandat,0,1,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5383459,23.8837702,0.374937887,37.4937887,13.03.2021,2021-03-28-13:00,55366,55357
18,789,45000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,57,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5388218,23.8840889,0.374895270,37.4895270,26.03.2021,2021-03-28-13:00,55366,55357
19,970,65000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,3,67,0,Decomandat,1,0,0,Etaj 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,2,1,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5451207,23.8870239,0.373387577,37.3387577,08.04.2021,2021-04-10-17:14,55366,55357
20,928,64950,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,3,70,0,Decomandat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,2,1,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,46.5453360,23.8859700,0.372416563,37.2416563,25.03.2021,2021-03-28-13:00,55366,55357
21,1106,36500,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,33,0,Decomandat,1,0,0,Etaj 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5457764,23.8848400,0.371249615,37.1249615,14.02.2021,2021-03-28-13:00,55366,55357
22,633,38000,DEJ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,DEJ,0,DEJ,73,73,2,60,0,Decomandat,1,0,0,Etaj 5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.1357607,23.8838619,0.470094415,47.0094415,24.03.2021,2021-03-28-12:58,55017,55008
23,806,43500,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,2,54,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.5472741,23.8811127,0.367375136,36.7375136,24.03.2021,2021-03-28-13:00,55366,55357
24,2500,135000,MUNTELE CACOVEI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,BAISOARA,0,BAISOARA,79,79,3,54,0,Decomandat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.5499992,23.3500004,0.324557608,32.4557608,19.03.2021,2021-04-12-18:28,55972,55918
25,1887,100000,MUNTELE CACOVEI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,BAISOARA,0,BAISOARA,79,79,2,53,0,Decomandat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,2,0,0,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.5499992,23.3500004,0.324557608,32.4557608,19.02.2021,2021-04-12-18:28,55972,55918
26,437,55000,CAMPIA TURZII,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAMPIA TURZII,0,CAMPIA TURZII,2,2,3,126,0,0,0,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,2,0,0,0,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5532227,23.8806725,0.363449148,36.3449148,0,2021-04-10-17:14,55366,55357
27,833,40000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,2,48,52,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,46.5545036,23.8081404,0.307347931,30.7347931,0,2021-04-10-17:13,55268,55259
28,768,49900,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,3,65,75,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Agentie,0,Agentie,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.5536420,23.8133231,0.311664729,31.1664729,27.03.2021,2021-03-28-12:59,55268,55259
29,42,9500,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MICRO1,MICRO1,TURDA,75,75,1,225,0,0,0,0,0,Parter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,0,0,0,0,0,0,0,0,1980,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5539722,23.8083694,0.307883680,30.7883680,24.03.2021,2021-03-28-12:59,55268,55259
30,926,50000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,2,54,0,Decomandat,1,0,0,Etaj 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Termoficare,0,1,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5543957,23.8083947,0.307605014,30.7605014,08.03.2021,2021-03-28-12:59,55268,55259
31,846,55000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,3,65,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,2,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,46.5533485,23.8098049,0.309345126,30.9345126,12.02.2021,2021-03-28-12:59,55268,55259
32,943,50000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,2,53,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5545944,23.8113225,0.309563747,30.9563747,25.03.2021,2021-03-28-12:59,55268,55259
33,809,17800,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,1,22,0,Semidecomandat,0,0,1,Etaj 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5547012,23.8063499,0.305933739,30.5933739,0,2021-04-10-17:13,55268,55259
34,773,17000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,1,22,0,0,0,0,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5547021,23.8085379,0.307492848,30.7492848,12.03.2021,2021-03-28-12:59,55268,55259
35,1000,20000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,1,20,0,Decomandat,1,0,0,Etaj 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5547104,23.8085003,0.307460174,30.7460174,22.02.2021,2021-03-28-12:59,55268,55259
36,1136,25000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,1,22,0,Nedecomandat,0,1,0,Etaj 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5548745,23.8084849,0.307334388,30.7334388,24.03.2021,2021-03-28-12:59,55268,55259
37,893,50000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,2,56,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5549857,23.8136101,0.310941738,31.0941738,25.03.2021,2021-03-28-12:59,55268,55259
38,631,41000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,3,65,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5553299,23.8131682,0.310384460,31.0384460,05.03.2021,2021-03-28-12:59,55268,55259
39,813,54500,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,3,67,0,Decomandat,1,0,0,Etaj 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,2,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5553330,23.8156013,0.312145677,31.2145677,13.04.2021,2021-04-17-16:27,55268,55259
40,653,32000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,2,49,0,Decomandat,1,0,0,Etaj 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5556195,23.8171568,0.313081642,31.3081642,15.03.2021,2021-03-28-12:59,55268,55259
41,873,55000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,3,63,0,Decomandat,1,0,0,Etaj 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5557785,23.8148689,0.311307502,31.1307502,06.02.2021,2021-03-28-12:59,55268,55259
42,927,27800,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,1,30,0,Decomandat,1,0,0,Parter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5558130,23.8068460,0.305506946,30.5506946,17.03.2021,2021-03-28-12:59,55268,55259
43,917,55000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,4,60,0,Decomandat,1,0,0,Etaj 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finalizat,1,0,0,2,0,Centrala proprie,1,0,Confort I,1,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.5559674,23.8059549,0.304763238,30.4763238,25.03.2021,2021-03-28-12:59,55268,55259
44,844,65000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,4,77,0,Decomandat,1,0,0,Etaj 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,2,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5560265,23.8114853,0.308687327,30.8687327,01.03.2021,2021-03-28-12:59,55268,55259
45,849,45000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,2,53,0,Decomandat,1,0,0,Etaj 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,1,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5561218,23.8103065,0.307771853,30.7771853,26.02.2021,2021-03-28-12:59,55268,55259
46,824,75000,TURDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TURDA,0,TURDA,75,75,4,91,0,Decomandat,1,0,0,Etaj 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Finalizat,1,0,0,2,0,Centrala proprie,1,0,0,0,0,0,0,0,Proprietar verificat,0,Proprietar,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5561777,23.8066804,0.305133341,30.5133341,25.03.2021,2021-03-28-12:59,55268,55259
